Sentiment,Text
1,@BBYSAYHUH direct message.  i sent you the link. but here: http://z3.invisionfree.com/bringitbackhome/index.php
1,@BBYSAYHUH okie dokiee thats works 
1,@bbyshrimpy I'm in the car!  Haha.
0,@bcabeza I'm going to jordan &amp; jeffs wedding next weekend in atl. 
0,"@bCaHnIaCnKa of course! Haha, where were you? "
0,"@bcain2005 Compared to my 140+/month phone bills, that's really a lot. Mann.. 30 Bucks. That's crazy.... "
0,"@bcaldwell92 There will be pilots but they are for full classes and #s will be very limited-They, understandably, want people to buy them "
1,@bcamping six hours of creative foundations!!!  live the thrill!
0,@BcarcamoS hahaha omg the crab... what are u doing for summer?! miss u too bro 
0,@bcarender I am sorry to hear that too  I hope all is well with you!
1,@bcarlson33 That's my kind of pet! 
1,"@bcastro1107 you did? that's awesome. It's cute, I just don't understand what it's saying. Explain please "
1,@bcavanaugh @cobwebcorner @wwwmarty LOL! Thanks for playing  Needed a chuckle right about now.
1,@BCBerrie between the two there will soon be nothing left of you! 
0,@BCBerrie everyone I can think of..lol..I'm sure I missed some.   Should write them down!
0,@BCBerrie I am staring at my computer screen trying to look semi-awake. Its not working 
1,@BCBerrie Nice!  It was a lovely day here in Beautiful BC - and spending time with your boys is important   Enjoy your Sleemans!
1,@BCbrews good point re beer &amp; food chain. (Though I don't think Grandma would have recognized Irish moss -- not in Phoenix  )
1,@BCbrews shhhh don't encourage him! He can't help it if he can't pull the god shots any longer! 
1,@bccf I have time next week...dm me some options. 
0,"@BCDarling ill check hep creek levels, im heading to the lib soon "
0,@Bceaser I made some bad decisions   I'm wasting money..    ... you should be my mentor
0,@BCESTABLISHED06 some &quot;hoe&quot; must have really pissed u off today sweety 
1,@bcfishing How does sunday the 7th sound for fishing? 
1,@bcgoss tell anna if those mani/pedi ppl don't paint her nails in the crazy designs she requests she can come see me. i'll do it for her 
0,"@bchampagne Oh, honey!  Not the same Mrs. Nuwer.  Small world, I guess.  And poor Mr. Shenton!!  "
1,"@BCHealthyLiving hey like your site says, the key is doing it together!  Thats how real changes happen "
1,@BChiang is my only love.  apparently ppl think we're intimidating but its only cuz we dont like ppl. 
1,@Bammer the one day a week I have to make sure your posts don't load in Google Reader. Thanks for the reminder 
0,"@bammitsericaaa yea, with a fever "
0,@bammmo I'd say my place but I have plans 
1,@bamparmy If Amos Lee finds any let me know! Im looking for good spots too 
1,"@bampersand haha that's me too, I used to play RCT3 "
0,@bamtan The only good Summer is a short/wet one 
0,@bana76 Grr. I opened a support ticket on LJ a few hours ago about it but no one's helped me. 
1,"@bana76 you just GMH, because my thesis is killing me. Bonjour "
0,@banaboogie I was in microecon too! but you were not in my class 
0,@Banana_Happy ya  so sad lolz wanna watch it anyway they say rose looks like me for some reason I don't feel
1,@banana_lo OMG u watched Laguna Beach?!? Only ppl i know that watched it were the white girls at my HS! Talan was soo cute to me 
0,@banana_sari :/ sorry...guess i was too excited lol...we only found out about the venue yesterday...didn't get any pics either 
1,"@BananaBoy80 anytime, i'm always here. just remember that "
1,@bananacrepes HELLO I JUST TESTED &quot;NUDGING&quot; someone because i was really curious as to what it means.  also i just private messaged you.
0,@BananaEsq you should have taken my advice and picked up Kitchen Confidential to read 
1,@bananakelly awww congrats!!! to u and @lddulber hope both of u are doing well!! 
0,@Bananamaster900 i know..... I know 
0,@BananaMolly @heartysweetie no. Actually it's to send someone off. We are stuck in a jam for 3 hrs. Not in time in the end.  grr...
1,@BananaNeil oh wait lemme guess! It's a conair or chi 
0,@banananne me too  at least we have on more episode.
1,@BananaRamaAnna would you like me to come in and infect you with SWINE FLU? (or just a minor cold) thought not.  You in IT?
0,@bananas10 theyre not coming to Europe  JKs sending Europeans to AUS
1,"@bananasessions Thanks for the follow  Must listen to your music on MySpace! For others, you can hear the band here: http://bit.ly/YRErn"
0,@BananasGoRound awwww  . thats crazy. i hop he gets better soon...
1,@bananasgoround i hope your tour is going well &amp; that ur enjoying every second of it 
1,@bananasgoround yea.i cant even front...it was 
0,@BananasGoRound YOUR GOING TO BED ON ME..  GOOD NIGHT
0,@BananasMel  hello Mel.Maybe the helicopter was there to fight moths?joking! I needed to fight against mosquitos     have a great day 
0,@BananasMel  love them too but eat too much ones...the faster way to eat for me &gt;orderin... 
1,@BananasMel  try to rest as much as you can      sweet/fab/great dreams.
0,@BananasMel I see I'm not the only one to collect P tickets 
1,@BananasMel not the ghost of Xmas but &quot;the ghost in you&quot; a very beautiful from by Siouxsie 
0,@BananasMel Tried and no good but thanks anyway.   Off to youtube world.
0,@bananasontoast I bet they say that to all the users... 
1,@bananasontoast I think 'uncut' refers to a lack of circumcision - could be wrong there 
0,@bananawong yea it's kinda like your disconnected from the outside world!  *fingers crossed!*
1,"@bcide Thanks, I did.  About six years of my life. "
0,"@bcinfrance IDK, I suppose most accurate radios are those in #last.fm bc of huge catalogue? I think Pandora lacks non-English stuff "
0,@BCKellyLetsGo I feel the same way. 
0,"@BckPcketBelievr but i dont want you to fall on my friend-loving list, cuz that would make ME sad. "
0,@bckystrt no like i was in the movie surrounded by couples and i was just like aww 
1,@BCLions Thanks for the heads up! 
0,@bcluxton so i've heard.  Can't have a show with one of them gone 
1,@bcmystery @linda_grimes Let the backyard revisions &amp; dandelion crowning commence... until allergies or naughty puggles intervene 
1,"@bcmystery antho is a tribute to once upon a crime.  they aren't involved in any of it.  the 2 peeps in charge... well, nevermind.  "
1,"@bcmystery hah!  i just deleted my reply.    anyhoo, yeah, anthology is tribute to once upon a crime."
0,@bcmystery I sincerely agree with you. This *should* be the end of it. But we all know it wont be. 
1,@bcollinsmn yeah I'd probably punch him. 
0,@Bcolorful I feel so left out.  what's going on next week?? I'm just going to post up on your block and follow aury n joel to ur house
1,@Bconnors93  how is your life then? 
1,"@bcrystal Hi Crystal, thanks for the reply. I'll check your website - and also got your LI invite, appreciate it! "
0,@bcswny Me too. 
0,"@bcuban come on man, don't jinx the Pirates "
0,@bcullenhawkins welcome to the club 
1,"@bcwarr then maybe you can't get some nice boring fish, cause mine don't seem to maul me "
0,@bcwilsondotcom haha thanks. a lot of it is gone now and my stomach hurts 
1,@bcwood i got that same one 
0,"@bcyde I still haven't figured out what to do with them, sadly  So It'll take some more research before I know what's what."
1,@BD_24 did you really? LMAO  you are such a bad boy! Luv Ya 
0,"@bd_24 dishwasher, dang u lucky i have to wash dishes twice a day, but had to do 4 loads of laundry "
0,"@BD_24 hello, I said not to tell me   lol"
0,"@BD_illustrated Me Too! Its hard to argue w/ him 'cause he makes some great points, i just can't wrap my heart around that one "
1,@BDaht LMAO!! Trust me.  You should pray for him 
1,@bdanese U R Le Welcome!!!!   ...as you can tell my French is real strong!! 
0,"@Bdav me too, I only found out about it a few days afterwards "
0,@bdavid81 Sorry  We wish we could have screenings everywhere
0,@bdavie oh and I have been waiting for about 2-3 hours 
1,@bdawg923 One of the things I like about Bing are the different backgrounds. 
0,"@BDazzler @Cephiros, I have missed so many of those awesome deals only to find out about them the next day.  It definitely ruins ones day "
1,"@bdebow 'Bout Damn Time!  You should also reserve sarcasmagorical, just in case... "
1,@bdeezy well before you go to hell youll go to prison i guess  so don't go away!! we need you hon' ;-)
1,@bdeshong congrats!! Can't wait to meet her!! 
1,"@bdeshong Congrats, I'm glad everything went so well "
1,"@bdeshong hey, congrats man! Post some pictures! "
0,@bananchips Ahh.. okay.. I was thinking of beeing that one year but never got to it.. 
0,@bananza I'm glad you enjoyed the cupcake! Sad that the twitpic doesn't work on my phone! 
1,@bananza We'll look for Mad Buckaroo Bananzai (as we do 100 on Sat and 75 on Sun)  
1,@BanBan78 Quite. And I reject your claim that she was a part of D-Gen. She was &quot;Allowed to hang out on Late Show for Season 2&quot; at best. 
0,"@Band_Candy its 9am here in South Africa. Most places should be opening their doors around now. I'd never know, not a morning person "
1,@bandaidedtoes Lifehouse!!! 
0,"@bandaids not regressing, just too fat for decent clothes at the moment...   rubbish..."
0,@bandaidz I think it is sick  its still dragging its ass
0,@bandaidz im good =] jus catching up on all my missed msgs from the weekend : / how you doin? what did i miss this weekend 
0,@Bandera11 sorry to hear about your leg 
1,@bandit_zero naw i dont smoke. i just connect with people ya know 
0,@Bandit77002 Ha ha! Sorry there's no link!   A certain co worker seems to know what the combination of mocha and ass smells like!
1,"@BANDITNATOR haha yeah, hopefully will be happening at the end of the year, at school, southbank and NY "
0,"@banditray great movie, huh?  made me cry "
1,@bandmandq  I just got #tweetdeck so far I really like  it thanks. I'm not into paying for something I can get free either. 
1,"@bandmomma: yes, please! oh my gosh! OH MY GOSH! "
0,@bandnerdtx ... so I guess this means you aren't going to tell me what XYZ means in this context 
1,@BandofCats Seems they are like Hobbits 
1,@bandofhorses I love you guys! Your music is so wonderfully inspiring! 
0,"@bandofmagpies Damn them!   Seriously though, that sucks...."
1,@bandofoutsiders  Hey Thanks   ha ha if I am always talking about Beachbody.. I needed a picture that will help me to represent  right?
1,@BandonRandon Hello! I am preparing a video too.. Stay tuned! 
1,@Bandrew being half kraut i can probably help you find someone. can you email me what you are looking for &amp; i will track someone down. 
0,@bandrik That's what I thought when I bought it 
1,@bandsonstage Agree with you 100% It's sad to see some gigs with great music empty. I hope you had a blast. 
1,@bandsonstage superb. we can find somewhere to sit outside  or my balcony!
0,"@bandyroos sadly myspace seems to be blocked here, so cant check out ur link "
1,@bandyt88 Thanks so much for the kind words! 
0,@baneau but but but Zac types too! Are you saying we should get rid of him too? 
1,@banerji1 aww thanks   I wish he could come home and play with us.  At least we'll have tomorrow.  Hope your back feels better love.
1,@banerji1 dearest bangalore just became more dearer.. and i am sure bangalore is missing u.. its calling you 
1,@Bang2write Ahhh... Thought it was a bit speedy! LOL!! I bet you knock their socks off this year! 
1,@Bang2write fingers crossed that person has moved on by now! At least it obviously shows off your talents 
0,"@bangbangpowpow -- ew ew ew! I'm about to leave, soon. "
0,@BDEugenio don't you hate how everything has a cliche? listen to you mind not your heart always leads to lost something you can't replace 
0,@BDEugenio why would you do such a thing and leave me 
0,@bdfineart  Get better. No fun to be sick.
1,@bdfineart So are you!!!! Your art is phenomenal as well. It is an honor that you wanted me to do your precious Emily 
1,@bdicks LOVED your Silly Cephelapod Jr custom at the Skully show! 
0,@bdiibizzle I'll make them!!!! You have to come 
1,@bdiibusiness I NO!!!!!! WE ARE SOOOOOOO KOOOOOOL!!!!!!!!!!!  and ill take ur word for it not being my kind of thing 
1,@bdipaolo86 No you dont.....you love me 
1,@bdjones if he had long blonde pigtails and matching arm warmers....maybe   http://www.rainbowbrite.net/
0,@bdoc04 lolll . get sleeep for me cause im pullling a legit all-nighter. my first all nighter ever haha .. 
0,@bdogo im good.but totally f'ing late for work today 
1,@Bdorei they finally sent a tech Friday. I'll be uploading new design today. I hope you'll check it out tomorrow! 
0,"@BDorr You already lose, NI has emailed me about Hitec multiple times.  "
1,@bdothill I think I might invite you to be my new BFF. 
1,@bdothill they've already got me doing design work for some 2010 spring collection shoes...first day was great! 
0,@bdotscotts it was my last day of classes   high school is over
1,@BdotStone thanks babe! You too...sounds like you had a busy-ass week 
